firstname,Total,J_1908,J_1909,J_1910,J_1911,J_1912,J_1913,J_1914,J_1915,J_1916,J_1917,J_1918,J_1919,J_1920,J_1921,J_1922,J_1923,J_1924,J_1925,J_1926,J_1927,J_1928,J_1929,J_1930,J_1931,J_1932,J_1933,J_1934,J_1935,J_1936,J_1937,J_1938,J_1939,J_1940,J_1941,J_1942,J_1943,J_1944,J_1945,J_1946,J_1947,J_1948,J_1949,J_1950,J_1951,J_1952,J_1953,J_1954,J_1955,J_1956,J_1957,J_1958,J_1959,J_1960,J_1961,J_1962,J_1963,J_1964,J_1965,J_1966,J_1967,J_1968,J_1969,J_1970,J_1971,J_1972,J_1973,J_1974,J_1975,J_1976,J_1977,J_1978,J_1979,J_1980,J_1981,J_1982,J_1983,J_1984,J_1985,J_1986,J_1987,J_1988,J_1989,J_1990,J_1991,J_1992,J_1993,J_1994,J_1995,J_1996,J_1997,J_1998,J_1999,J_2000,J_2001,J_2002,J_2003,J_2004,J_2005,J_2006,J_2007,J_2008,J_2009,J_2010,J_2011,J_2012,J_2013,J_2014
Jean,14896,*,*,*,*,*,*,*,*,*,5,8,14,21,36,36,55,60,87,108,82,124,141,154,181,186,185,216,242,228,257,275,272,291,331,367,418,417,455,488,481,461,445,429,396,345,379,384,356,354,351,360,333,342,280,297,260,295,230,196,177,178,145,128,104,86,99,65,58,63,41,60,55,65,54,32,52,37,42,44,38,44,27,36,34,25,35,34,23,23,22,24,19,24,9,15,16,12,21,15,9,17,13,12,13,10,10,14
Michel,12123,*,*,*,*,*,*,*,*,*,*,*,*,*,3,7,9,14,7,14,21,33,47,58,77,104,123,138,144,200,206,221,228,255,306,362,355,408,390,385,399,376,346,391,347,351,346,305,356,313,323,308,319,301,254,238,263,255,226,194,144,151,149,135,130,85,62,76,58,58,52,57,44,46,41,40,34,37,26,21,29,27,23,30,25,20,27,18,17,15,12,7,15,8,9,10,4,5,5,8,5,6,6,*,6,*,3,3
Pierre,11910,*,*,*,*,*,*,*,*,3,5,4,7,16,33,30,42,42,47,64,71,91,70,116,114,123,113,125,146,160,132,161,182,158,201,230,290,319,315,326,325,299,314,316,292,316,263,310,323,307,323,302,265,266,279,235,247,237,205,193,179,157,130,129,118,105,81,89,68,73,54,72,62,72,56,53,52,56,54,57,46,47,50,52,58,56,55,46,54,29,31,32,36,34,23,20,18,16,25,14,13,12,14,11,7,8,14,18
Daniel,11842,*,*,*,*,*,*,*,*,*,*,*,*,3,*,4,7,6,8,6,11,15,25,22,37,26,35,32,41,43,60,67,61,81,120,152,162,213,216,234,228,225,227,237,243,267,250,266,263,281,263,255,279,269,259,253,269,262,245,242,205,188,152,172,160,151,151,131,132,131,124,117,113,128,129,111,121,150,105,130,125,132,97,111,115,99,104,108,93,111,104,94,91,90,78,69,81,65,53,48,53,62,61,38,55,49,39,42
David,10772,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,*,*,5,*,5,6,5,7,7,6,11,6,9,5,8,11,12,16,11,13,19,16,22,21,14,18,24,24,29,21,28,31,29,43,33,44,50,67,71,76,116,143,178,222,252,261,336,336,337,298,309,343,304,342,293,294,266,329,270,242,218,278,276,305,255,243,237,216,231,210,166,169,157,156,134,118,132,108,93,88,95,107,95,97,77,79,60,61
Philippe,10759,*,*,*,*,*,*,*,*,*,*,*,*,*,3,*,4,7,6,6,11,6,14,13,26,28,23,26,34,22,30,27,34,35,48,85,70,85,82,88,123,146,188,224,180,268,277,297,283,315,353,369,347,394,387,391,437,430,405,371,369,310,293,239,264,211,176,154,136,138,120,118,90,91,86,74,74,62,59,64,53,56,51,49,46,36,44,31,30,26,18,22,18,26,18,15,10,10,11,9,*,8,9,9,7,6,7,*
Nicolas,10159,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,*,5,*,*,4,*,5,3,*,6,11,9,12,21,11,20,12,13,13,42,35,30,21,22,24,27,35,20,36,38,41,50,73,95,100,139,163,162,133,154,188,164,200,203,205,193,212,217,180,260,260,254,354,346,301,268,262,253,239,246,269,229,236,236,209,228,227,238,200,164,178,148,135,146,109,102,121,109,66,76,72,49,56,47,39,34,31
José,10150,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,5,*,7,10,10,14,15,13,23,20,17,21,22,42,38,42,41,50,61,68,79,74,111,141,138,176,222,223,262,301,342,340,387,387,356,427,340,382,366,344,335,325,313,264,267,234,263,209,192,165,155,148,133,131,119,92,88,93,91,53,47,48,41,35,40,24,24,25,29,22,30,34,25,17,13,10,13,17,12,6,8,4,10,7,5,4
Christian,8394,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,*,*,*,6,6,7,6,8,8,*,21,13,21,22,31,35,33,37,99,72,86,84,124,144,130,134,164,173,185,219,280,274,273,278,283,284,302,309,313,282,303,307,267,223,229,197,195,184,134,131,107,108,97,100,72,59,69,76,56,53,57,38,44,46,50,39,43,33,22,31,21,24,26,16,23,18,20,17,10,11,6,12,7,8,5,10,4,8,12,10
André,8191,*,*,*,*,*,*,*,*,*,6,8,10,20,21,38,44,63,55,71,95,102,94,105,110,139,132,127,146,113,142,157,132,159,203,195,210,224,234,232,240,197,188,164,162,162,155,152,147,144,125,124,118,139,138,125,123,105,117,88,77,61,52,47,42,49,26,33,32,23,23,19,20,31,21,33,54,73,76,62,64,62,73,61,49,45,44,45,49,47,33,47,45,55,39,34,34,25,26,23,21,28,18,22,16,10,8,10
Alexandre,8061,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,4,7,3,6,5,6,3,8,5,5,7,10,9,3,6,7,13,7,19,13,12,10,13,11,12,14,24,27,14,24,26,12,31,28,38,33,37,47,60,74,85,106,118,118,126,135,152,180,180,165,198,163,170,186,195,205,185,151,162,149,157,164,184,179,176,180,194,177,223,193,189,194,168,155,140,162,158,138,123,114,79,113,90,86,105,84,77,93,78,59
Olivier,7876,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,5,3,7,6,4,9,4,5,6,8,9,11,10,13,15,12,30,21,27,41,25,32,27,32,56,71,64,61,83,96,121,153,139,172,197,228,305,271,280,290,290,288,307,318,300,293,297,262,223,180,223,186,175,140,142,147,107,105,95,75,79,78,64,64,51,45,41,33,36,34,25,23,18,14,18,16,12,10,12,16,13,12,6,*,12,14,6,10
Patrick,7555,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,6,4,8,10,9,23,26,27,43,53,73,69,92,113,153,157,216,204,208,205,220,243,280,304,298,268,244,285,267,293,277,258,242,191,155,151,182,97,94,115,92,80,104,102,82,64,80,72,58,60,73,69,41,45,36,31,32,30,27,26,14,23,13,25,13,7,9,14,12,14,7,4,9,9
Antonio,7326,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,*,*,7,6,12,18,18,17,22,28,29,42,46,48,58,63,64,65,54,61,82,77,77,68,87,85,86,110,102,98,134,159,162,203,216,205,225,247,259,245,292,275,243,249,217,206,172,175,159,156,145,130,156,102,90,87,78,79,59,67,56,53,46,42,29,37,23,32,28,24,18,22,20,16,9,17,12,18,14,6,9,5,6,8,8,7,8,4,5,9,*
Alain,7181,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,4,3,8,6,4,6,8,10,14,15,18,27,37,53,52,54,67,80,98,113,115,150,139,136,163,128,142,151,120,170,172,162,179,163,188,220,231,237,288,235,238,220,251,222,171,171,188,134,108,82,96,95,80,71,65,59,71,66,65,64,52,50,52,46,33,31,39,22,20,20,15,18,9,13,16,15,6,3,5,6,3,3,*,7,*,3,*,*,*
Claude,7113,*,*,*,*,*,*,*,*,*,*,*,*,*,4,6,8,11,15,18,30,24,43,67,72,67,81,88,94,103,129,118,122,133,143,191,205,204,200,189,206,203,208,214,210,208,197,205,205,196,191,192,197,183,175,149,167,171,158,155,139,118,98,76,78,61,40,41,22,41,31,25,26,26,17,15,13,7,7,9,9,8,8,5,*,*,7,*,*,4,3,5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Christophe,6695,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,7,4,5,3,7,11,8,13,12,19,23,18,33,51,71,81,86,115,142,168,282,289,321,339,305,306,301,277,267,252,212,210,181,195,188,170,146,134,156,126,122,133,113,104,103,107,69,70,54,55,44,30,28,24,16,20,19,9,3,8,3,*,*,*,*,*,*,*,4
Stéphane,6446,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,3,3,*,*,3,9,3,10,5,14,16,11,30,34,53,50,71,102,130,143,164,210,224,270,336,313,384,368,337,308,304,242,204,226,154,147,134,109,111,84,90,93,78,100,87,76,75,71,73,50,37,44,35,30,31,20,17,13,23,10,5,5,10,8,4,9,4,5,*,6,*
Bernard,6412,*,*,*,*,*,*,*,*,*,*,*,5,3,3,6,8,8,14,26,24,26,28,40,43,44,80,61,79,84,105,126,107,114,146,176,226,207,244,259,248,253,247,228,240,233,225,222,203,160,194,158,166,142,129,135,131,105,89,76,62,49,64,46,40,45,38,17,17,24,19,11,12,15,5,6,3,6,7,9,5,4,7,4,*,*,*,*,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Laurent,6308,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,7,*,5,10,*,4,4,7,8,9,10,9,9,13,11,10,13,18,27,23,20,23,22,35,34,36,36,40,54,45,67,59,69,89,94,97,93,125,203,222,257,276,272,268,284,296,257,230,213,205,196,186,139,145,137,117,102,96,103,117,78,75,68,63,74,49,57,30,40,18,31,22,27,18,9,8,13,11,*,10,10,4,6,*,6,*,6,4,*
François,6281,*,*,*,*,*,*,*,*,*,*,*,*,4,4,8,10,8,13,18,13,20,16,20,23,34,35,31,41,37,41,58,54,77,82,96,124,101,118,121,118,143,132,138,125,135,137,122,146,138,173,167,167,150,166,172,162,169,172,145,141,108,120,96,88,103,78,84,65,57,68,63,69,72,75,57,57,60,57,50,61,48,48,37,36,36,36,31,27,27,15,18,15,13,7,9,7,7,3,6,6,5,6,4,3,3,5,4
Pascal,6144,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,5,5,6,5,3,*,6,10,11,6,9,12,10,13,18,21,16,35,36,42,41,45,67,85,119,148,155,228,230,261,301,320,301,336,281,297,251,244,182,187,220,149,159,132,122,97,87,82,74,65,60,58,61,52,57,40,41,39,21,23,21,15,16,19,15,12,8,5,4,3,3,3,3,3,*,*,3,*,*,*,*,*,*
Marc,6130,*,*,*,*,*,*,*,*,*,*,*,*,3,7,5,6,4,8,5,6,10,14,13,18,23,20,11,25,22,22,25,23,26,21,43,49,41,46,58,60,56,60,60,54,61,69,64,91,86,100,85,120,79,112,131,139,155,165,159,167,132,164,116,122,120,142,138,112,98,105,107,109,115,112,111,108,92,127,112,115,92,92,90,87,96,89,56,61,60,46,41,33,39,25,35,24,19,24,13,15,17,21,20,10,10,16,12
Julien,6124,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,4,*,*,4,*,*,*,*,*,*,*,4,3,*,4,3,*,*,*,*,3,3,3,*,*,*,*,*,*,3,3,3,6,4,4,3,4,5,13,18,39,35,61,77,79,105,158,212,239,237,268,280,267,274,298,260,211,219,215,194,197,180,183,179,143,146,127,147,113,108,105,98,74,78,60,63,51,39,31,36,39,26,17,14
Eric,6010,*,*,*,*,*,*,*,*,*,*,*,*,*,4,6,3,5,6,15,7,10,7,17,22,17,20,37,28,32,27,32,40,38,45,59,82,72,77,93,76,91,72,90,89,82,94,115,105,140,119,142,133,165,212,217,195,220,245,204,194,182,138,162,140,130,132,107,87,78,67,65,53,66,58,51,40,38,41,36,43,29,29,30,25,38,22,30,26,17,20,27,17,23,16,16,7,15,12,7,15,11,9,14,5,9,9,14
Jacques,5774,*,*,*,*,*,*,*,*,*,4,*,*,4,6,14,6,15,28,26,26,29,30,45,63,52,74,68,56,60,73,83,83,90,112,118,175,170,178,178,192,167,166,188,180,196,168,167,161,151,156,150,147,151,146,129,122,143,91,97,99,79,77,69,37,50,41,40,34,16,21,28,20,25,20,17,10,11,7,6,10,3,10,6,16,4,6,3,3,7,3,4,5,5,3,4,3,5,3,4,3,4,*,6,3,3,3,*
Sébastien,5704,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,*,5,4,*,9,19,16,78,109,126,151,202,219,238,193,237,242,259,238,234,250,258,214,210,173,156,169,143,136,174,126,107,116,106,104,101,81,79,59,53,49,39,36,25,29,21,18,16,14,14,8,11,6,4
Frédéric,5624,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,3,4,4,3,5,8,11,9,5,10,*,9,7,5,12,14,12,6,13,9,20,16,22,19,16,23,24,27,20,15,16,27,22,36,30,46,59,39,58,81,78,102,171,169,156,174,200,185,240,327,304,307,271,240,216,188,169,190,118,119,119,88,100,66,85,67,59,48,54,39,30,30,20,23,13,13,11,9,8,11,9,4,4,5,*,*,3,*,*,*,*
Manuel,5447,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,7,3,7,12,6,10,11,11,14,7,11,10,24,30,29,23,32,35,51,62,66,72,97,121,122,155,156,191,206,196,228,219,202,219,232,211,227,164,182,138,125,123,124,104,105,87,101,75,69,64,61,53,58,49,40,37,37,35,32,18,25,26,15,18,15,10,7,9,12,12,6,12,8,8,6,*,9,6,7,3,5,7,5,3,5
Vincent,5172,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,*,*,*,*,*,*,4,3,3,*,*,4,8,*,*,9,6,3,8,10,6,9,7,9,10,14,11,15,11,20,20,27,32,37,41,50,58,73,65,62,80,85,87,111,101,124,146,109,112,130,126,113,119,144,155,163,123,134,129,119,123,132,121,139,136,128,115,107,142,127,119,104,88,67,76,62,50,44,36,33,23,22,19,15,8,19,19,18,14
Thomas,5118,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,6,4,*,4,9,4,11,13,10,14,*,7,12,9,18,5,13,11,16,38,28,37,32,37,37,47,49,54,45,54,56,48,45,48,47,57,59,60,63,61,66,62,70,87,69,100,94,86,91,93,75,100,101,112,126,130,114,89,94,113,97,105,113,117,139,144,152,105,117,108,104,98,104,84,94,84,115,96,82
Jean-Pierre,4691,*,*,*,*,*,*,*,*,*,*,*,3,*,6,6,13,13,13,18,21,38,46,40,59,60,56,71,82,78,107,97,100,101,131,142,179,195,188,196,163,165,158,159,166,123,150,136,134,121,109,111,102,88,77,84,80,61,56,49,48,47,34,30,23,24,18,15,9,7,9,4,6,7,3,3,6,3,4,*,3,3,4,*,*,6,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Thierry,4635,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,*,*,*,5,5,5,12,10,11,12,20,18,18,35,40,34,57,76,97,147,170,191,157,234,231,243,217,203,166,180,178,166,169,129,130,90,78,73,68,80,78,59,56,53,63,59,50,45,48,38,41,37,36,20,26,16,24,13,14,6,17,7,9,6,5,5,3,5,4,6,4,*,*,4,3
Carlos,4457,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,*,*,*,*,*,*,4,*,*,*,5,3,11,3,10,9,9,15,16,20,23,22,35,56,60,59,78,77,100,87,110,123,123,161,150,175,150,137,153,156,124,137,127,115,142,117,114,108,123,118,97,113,90,85,73,79,53,44,44,37,31,31,35,27,17,19,15,18,18,15,15,14,13,7,11,11,9,11,5,8,6,8,7,5
Cédric,4289,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,*,3,*,*,3,4,4,5,5,3,4,11,10,7,18,16,22,17,22,39,44,85,87,123,127,165,212,210,200,205,162,178,176,166,138,150,148,141,107,114,120,115,118,70,78,71,68,65,49,54,42,40,32,33,36,23,23,20,16,8,11,10,10,9,8,7,5,3,5
Samuel,4265,*,*,*,*,*,*,*,*,*,*,*,*,*,5,*,3,3,5,6,5,6,5,12,13,11,12,5,8,11,8,13,13,8,5,7,12,13,15,10,12,8,8,8,12,11,11,12,10,13,9,9,19,14,13,11,18,17,20,17,19,24,23,34,46,34,51,50,47,52,62,63,80,76,83,76,70,75,62,68,79,93,93,78,97,88,76,92,96,87,114,106,108,122,119,97,101,108,103,125,91,100,83,82,86,103,84,87
René,4230,*,*,*,*,*,*,*,*,4,*,3,10,6,19,24,19,33,43,51,52,65,71,94,81,94,104,111,108,117,95,106,87,91,115,120,143,125,159,148,102,125,109,128,115,89,78,81,102,93,85,75,94,76,64,62,48,61,43,28,27,27,31,16,20,16,12,13,8,11,7,3,6,9,7,7,7,5,6,*,3,3,4,*,3,*,*,*,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Bruno,4069,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,4,4,5,8,3,9,7,8,16,15,16,23,16,25,20,26,28,41,40,30,41,30,30,41,31,36,24,38,32,31,33,42,55,63,50,56,49,56,57,65,51,56,49,41,41,31,46,34,35,32,29,36,55,56,76,71,94,160,192,168,136,110,108,92,87,67,54,68,60,59,56,50,51,47,57,44,45,43,38,45,28,27,23,19,21,21,15,11,3,9,8
Yves,4063,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,6,3,4,8,6,7,6,7,15,8,16,15,12,15,18,18,23,23,30,34,31,40,47,64,62,56,49,73,82,97,91,108,111,127,139,137,121,141,132,131,139,158,137,109,127,109,98,85,90,72,73,47,52,68,63,54,57,43,37,53,25,27,26,20,13,24,13,15,16,13,9,13,10,6,7,7,5,5,*,4,*,4,*,*,*,*,*,*,*,*
Paul,3954,*,*,*,*,*,*,*,*,7,*,6,12,9,11,20,21,31,47,43,35,55,65,69,63,55,58,78,63,68,69,76,56,69,69,81,67,62,79,77,76,77,76,60,63,79,46,59,63,38,52,46,48,46,35,38,38,44,38,50,41,35,25,27,28,27,16,12,18,14,25,25,18,22,18,22,17,14,20,23,20,32,32,25,32,32,35,39,38,38,35,39,42,37,36,30,30,36,23,29,22,30,30,47,35,27,23,36
Roland,3846,*,*,*,*,*,*,*,*,*,*,*,*,4,5,9,9,15,14,18,32,24,38,54,41,55,79,69,68,74,69,71,89,73,102,110,115,150,131,136,117,132,109,106,90,77,96,115,93,115,95,92,92,83,84,78,74,59,69,44,40,43,26,16,16,26,35,26,13,16,12,7,9,11,6,7,3,3,3,5,7,6,4,3,5,5,*,3,3,*,*,*,*,*,3,*,*,*,*,*,*,*,*,*,*,*,*,*
Gabriel,3699,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,6,*,7,5,11,11,13,11,15,15,14,14,12,26,22,28,19,20,33,19,25,33,37,28,41,25,32,38,23,29,38,33,28,27,27,35,34,36,31,24,26,15,24,28,21,27,22,21,19,21,28,24,32,25,31,24,26,36,30,29,34,35,36,38,50,30,30,40,40,47,43,43,49,58,60,50,56,70,53,67,76,74,87,87,109,106,121,107,135,132,142,151
Charles,3684,*,*,*,*,*,*,*,*,*,4,8,9,11,15,16,17,29,29,39,46,46,66,69,52,57,64,56,54,65,61,73,62,70,67,82,107,87,97,94,91,114,83,93,85,66,74,67,66,73,73,62,54,61,52,59,40,33,41,29,28,26,28,25,15,22,14,14,11,13,8,19,17,17,19,13,16,16,23,20,14,19,18,25,31,21,25,17,12,27,10,20,15,18,11,18,9,18,7,17,12,6,20,12,13,13,12,11
Georges,3646,*,*,*,*,*,*,*,*,*,4,4,7,17,25,22,32,42,36,49,47,49,67,78,84,75,79,80,76,81,78,80,88,92,97,112,103,125,125,116,107,116,125,94,86,88,63,84,68,62,61,78,58,50,50,33,32,36,27,27,32,30,29,14,18,12,7,8,7,12,6,11,7,8,9,*,7,6,9,4,3,5,8,5,*,3,4,5,5,4,6,3,*,3,*,*,*,5,3,4,*,*,*,*,*,*,3,3
Marcel,3618,*,*,*,*,*,*,*,*,*,3,5,7,9,22,19,24,44,41,45,56,76,90,84,75,82,86,83,90,107,76,88,95,91,98,101,97,110,128,102,98,97,88,79,79,72,61,69,74,67,64,53,58,44,38,42,45,44,40,34,33,23,24,17,5,19,10,11,5,10,9,9,8,6,9,11,6,7,3,5,3,5,*,5,7,4,4,*,*,3,*,5,4,4,*,*,*,*,4,*,4,5,3,*,4,3,13,10
Roger,3541,*,*,*,*,*,*,*,*,4,3,3,13,8,21,18,29,35,35,54,50,55,70,89,87,86,85,63,73,64,73,88,108,74,93,100,99,104,120,121,104,106,89,77,83,79,66,58,53,59,74,52,41,48,41,60,43,52,34,41,35,44,25,24,25,19,12,14,9,10,7,16,10,10,6,7,7,5,6,6,8,6,7,7,*,*,*,4,*,*,*,*,*,3,*,*,3,*,*,*,4,3,*,*,*,*,*,*
Maxime,3478,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,*,*,*,*,*,*,4,*,4,*,3,*,3,5,*,4,*,6,3,*,*,6,*,4,*,*,3,4,*,*,3,*,*,4,4,7,3,*,4,*,*,*,*,*,*,5,3,8,8,9,18,10,11,18,16,22,29,34,26,38,50,51,52,79,85,115,96,129,122,124,114,130,139,147,103,115,126,130,112,102,108,98,93,114,90,102,109,94,92,85
Raphaël,3438,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,*,*,5,*,4,*,3,5,5,4,8,7,9,7,9,7,12,4,7,13,12,10,20,14,10,9,13,11,9,10,11,18,15,17,13,9,27,23,20,32,31,28,46,45,44,65,67,161,118,139,114,107,111,98,76,75,77,87,66,57,70,81,98,64,82,63,59,66,44,61,35,45,41,33,33,28,27,27,43,46,65,44,40,33,39,39,43,52
Robert,3416,*,*,*,*,*,*,*,*,*,*,3,5,9,19,22,22,24,37,25,44,50,54,42,61,62,61,64,63,63,68,67,70,66,62,86,87,96,88,80,83,86,86,68,77,77,80,59,61,68,54,56,53,53,54,51,50,39,47,39,35,58,41,33,32,35,21,27,33,26,23,19,21,22,17,16,13,17,9,16,12,18,7,8,12,14,6,9,3,4,9,7,*,4,3,3,*,6,*,*,4,3,*,4,*,*,4,3
Romain,3391,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,*,3,*,*,*,3,5,4,3,*,3,*,*,*,4,3,4,6,7,*,6,4,*,4,5,4,3,4,5,7,8,*,10,7,12,14,17,9,14,12,17,17,15,11,8,19,20,25,19,32,35,26,48,68,83,91,92,95,95,117,125,95,104,124,120,127,125,96,88,94,99,72,81,74,95,95,92,85,70,62,71,59,46,37,45,35,33
Antoine,3375,*,*,*,*,*,*,*,*,*,*,*,*,*,*,6,3,3,8,6,10,9,6,7,13,11,10,18,14,6,16,14,13,14,20,18,25,31,24,20,29,27,24,21,22,31,23,36,25,26,34,34,28,31,33,27,39,35,25,28,17,23,28,27,30,31,37,32,42,35,40,42,49,50,57,53,46,49,41,51,54,69,54,67,63,78,74,95,91,85,72,80,60,62,71,58,78,58,57,45,49,43,39,43,42,36,38,28
Michael,3340,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,*,*,*,*,3,*,4,3,10,6,3,8,10,9,9,13,13,22,14,17,19,18,25,11,17,26,25,30,30,35,29,43,42,42,41,42,44,46,65,41,60,61,64,66,39,54,69,51,48,75,74,96,74,110,96,100,135,130,109,100,92,105,87,75,56,64,39,48,54,36,38,29,18,18,20,16,17,19,10,17,8,12,12,8
Jonathan,3313,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,6,*,3,*,*,*,*,8,6,3,3,4,8,5,8,5,7,4,8,5,7,10,10,9,13,16,14,19,20,33,63,55,78,91,128,137,159,147,189,147,173,179,209,156,120,110,98,70,99,68,61,66,52,65,42,47,33,30,36,28,29,26,21,24,29
Louis,3278,*,*,*,*,*,*,*,*,*,3,3,8,4,15,15,21,27,19,19,37,30,39,35,47,48,44,59,58,55,43,43,35,31,34,44,43,50,47,34,47,44,48,35,35,26,35,20,22,23,26,21,21,21,25,16,18,14,17,15,16,11,9,11,3,7,13,4,4,6,10,5,8,10,12,9,9,8,11,7,18,16,21,17,19,23,38,49,63,47,48,41,51,62,57,59,52,76,47,83,68,71,83,93,97,92,92,99
Jean-Claude,3258,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,*,*,5,6,4,13,17,16,30,34,33,49,47,52,66,82,72,85,148,117,123,136,143,124,130,109,90,119,97,72,98,77,87,118,91,84,66,65,60,62,43,64,51,41,35,23,21,21,23,13,14,14,6,8,4,9,6,4,*,*,4,*,*,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Marco,3252,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,4,4,5,5,*,7,5,8,3,7,13,10,12,13,11,8,14,14,16,23,25,31,46,34,47,45,55,48,42,46,53,36,48,57,58,74,78,68,117,105,95,97,111,96,99,103,66,83,77,65,59,58,48,47,69,54,50,47,48,54,42,62,42,45,39,38,30,30,29,40,28,18,19,18,17,13
Dominique,3246,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,4,6,5,5,6,5,6,4,12,11,15,18,29,30,29,54,47,65,69,103,110,130,111,127,139,129,120,141,151,149,142,137,126,108,99,90,72,73,67,53,36,37,29,30,20,31,29,18,24,10,10,10,20,9,10,9,15,15,11,5,6,11,7,8,*,*,*,*,*,*,*,*,*,3,*,*,*,*,*,*,*
Gérard,3209,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,5,6,9,11,16,18,31,31,31,43,44,54,54,57,57,57,69,53,73,80,90,103,106,119,123,120,119,109,114,113,118,108,104,110,76,77,67,78,73,52,43,57,44,26,36,29,17,22,14,20,10,12,15,16,8,*,8,5,*,5,6,4,4,4,6,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Jérôme,3172,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,*,*,*,4,*,6,*,3,3,5,3,5,3,4,6,6,8,3,7,12,15,16,16,18,24,24,35,28,34,42,55,62,79,88,125,136,114,114,125,144,134,129,120,127,121,88,96,104,88,89,87,82,67,63,52,45,49,45,34,27,28,17,12,9,9,11,9,5,10,6,4,3,5,3,*,*
Serge,3125,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,3,5,10,12,12,15,16,14,17,24,37,37,26,24,27,35,45,31,58,56,50,67,61,52,56,66,67,54,86,94,93,98,84,111,106,110,88,98,94,105,82,79,103,97,85,72,47,58,35,29,35,21,19,28,32,16,15,15,10,8,10,11,7,8,5,3,4,3,3,7,*,*,*,*,4,*,*,*,5,*,*,*,*,*,*,*,*,*,*
